username,datetime,message
jyaymie,2023-02-08T00:17:15Z,- jyaymie submitted pull request review: [3947](https://github.com/hackforla/website/pull/3947#pullrequestreview-1288237082) at 2023-02-07 04:17 PM PST
k-cardon,7326,SKILLS ISSUE
k-cardon,2024-08-21T02:56:24Z,- k-cardon opened issue: [7326](https://github.com/hackforla/website/issues/7326) at 2024-08-20 07:56 PM PDT
k-cardon,2024-08-21T02:56:29Z,- k-cardon assigned to issue: [7326](https://github.com/hackforla/website/issues/7326) at 2024-08-20 07:56 PM PDT
k-cardon,2024-08-21T04:28:21Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2300867746) at 2024-08-20 09:28 PM PDT
k-cardon,2024-08-21T04:30:54Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2300885439) at 2024-08-20 09:30 PM PDT
k-cardon,2024-08-23T05:29:34Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2306320992) at 2024-08-22 10:29 PM PDT
k-cardon,2024-08-23T05:45:59Z,- k-cardon assigned to issue: [7172](https://github.com/hackforla/website/issues/7172) at 2024-08-22 10:45 PM PDT
k-cardon,2024-08-23T05:52:52Z,- k-cardon commented on issue: [7172](https://github.com/hackforla/website/issues/7172#issuecomment-2306343216) at 2024-08-22 10:52 PM PDT
k-cardon,2024-08-23T05:53:17Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2306343526) at 2024-08-22 10:53 PM PDT
k-cardon,2024-08-24T05:33:28Z,- k-cardon opened pull request: [7348](https://github.com/hackforla/website/pull/7348) at 2024-08-23 10:33 PM PDT
k-cardon,2024-08-25T15:40:34Z,- k-cardon pull request merged: [7348](https://github.com/hackforla/website/pull/7348#event-14004649695) at 2024-08-25 08:40 AM PDT
k-cardon,2024-08-25T17:45:09Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2308938088) at 2024-08-25 10:45 AM PDT
k-cardon,2024-08-26T04:43:44Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2309304171) at 2024-08-25 09:43 PM PDT
k-cardon,2024-08-26T05:08:26Z,- k-cardon commented on pull request: [7350](https://github.com/hackforla/website/pull/7350#issuecomment-2309327389) at 2024-08-25 10:08 PM PDT
k-cardon,2024-08-26T05:09:12Z,- k-cardon submitted pull request review: [7350](https://github.com/hackforla/website/pull/7350#pullrequestreview-2259751908) at 2024-08-25 10:09 PM PDT
k-cardon,2024-08-26T05:11:20Z,- k-cardon assigned to issue: [7242](https://github.com/hackforla/website/issues/7242) at 2024-08-25 10:11 PM PDT
k-cardon,2024-08-29T04:15:15Z,- k-cardon commented on issue: [7242](https://github.com/hackforla/website/issues/7242#issuecomment-2316680724) at 2024-08-28 09:15 PM PDT
k-cardon,2024-08-29T05:14:18Z,- k-cardon opened pull request: [7364](https://github.com/hackforla/website/pull/7364) at 2024-08-28 10:14 PM PDT
k-cardon,2024-08-29T16:56:24Z,- k-cardon commented on pull request: [7365](https://github.com/hackforla/website/pull/7365#issuecomment-2318374174) at 2024-08-29 09:56 AM PDT
k-cardon,2024-08-29T16:56:48Z,- k-cardon submitted pull request review: [7365](https://github.com/hackforla/website/pull/7365#pullrequestreview-2269525930) at 2024-08-29 09:56 AM PDT
k-cardon,2024-08-29T16:59:18Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2318381676) at 2024-08-29 09:59 AM PDT
k-cardon,2024-08-29T17:00:31Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2318384557) at 2024-08-29 10:00 AM PDT
k-cardon,2024-08-29T17:01:46Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2318387323) at 2024-08-29 10:01 AM PDT
k-cardon,2024-08-29T17:03:02Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2318389980) at 2024-08-29 10:03 AM PDT
k-cardon,2024-08-29T23:37:22Z,- k-cardon pull request merged: [7364](https://github.com/hackforla/website/pull/7364#event-14072265556) at 2024-08-29 04:37 PM PDT
k-cardon,2024-08-30T01:03:08Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2319595312) at 2024-08-29 06:03 PM PDT
k-cardon,2024-08-30T02:07:32Z,- k-cardon assigned to issue: [7165](https://github.com/hackforla/website/issues/7165#issuecomment-2264072165) at 2024-08-29 07:07 PM PDT
k-cardon,2024-09-04T19:44:54Z,- k-cardon commented on issue: [7165](https://github.com/hackforla/website/issues/7165#issuecomment-2329842623) at 2024-09-04 12:44 PM PDT
k-cardon,2024-09-04T19:45:29Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2329843557) at 2024-09-04 12:45 PM PDT
k-cardon,2024-09-04T20:44:33Z,- k-cardon submitted pull request review: [7369](https://github.com/hackforla/website/pull/7369#pullrequestreview-2281228377) at 2024-09-04 01:44 PM PDT
k-cardon,2024-09-04T20:46:09Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2329967548) at 2024-09-04 01:46 PM PDT
k-cardon,2024-09-04T21:02:11Z,- k-cardon submitted pull request review: [7370](https://github.com/hackforla/website/pull/7370#pullrequestreview-2281346494) at 2024-09-04 02:02 PM PDT
k-cardon,2024-09-04T21:03:27Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2330093787) at 2024-09-04 02:03 PM PDT
k-cardon,2024-09-04T21:25:44Z,- k-cardon submitted pull request review: [7371](https://github.com/hackforla/website/pull/7371#pullrequestreview-2281429520) at 2024-09-04 02:25 PM PDT
k-cardon,2024-09-04T21:26:37Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2330175888) at 2024-09-04 02:26 PM PDT
k-cardon,2024-09-04T21:38:49Z,- k-cardon opened issue: [7386](https://github.com/hackforla/website/issues/7386) at 2024-09-04 02:38 PM PDT
k-cardon,2024-09-04T21:38:49Z,- k-cardon opened issue: [7386](https://github.com/hackforla/website/issues/7386) at 2024-09-04 02:38 PM PDT
k-cardon,2024-09-04T21:42:21Z,- k-cardon assigned to issue: [7386](https://github.com/hackforla/website/issues/7386) at 2024-09-04 02:42 PM PDT
k-cardon,2024-09-04T21:44:39Z,- k-cardon opened issue: [7387](https://github.com/hackforla/website/issues/7387) at 2024-09-04 02:44 PM PDT
k-cardon,2024-09-04T21:47:08Z,- k-cardon opened issue: [7388](https://github.com/hackforla/website/issues/7388) at 2024-09-04 02:47 PM PDT
k-cardon,2024-09-04T21:49:27Z,- k-cardon opened issue: [7389](https://github.com/hackforla/website/issues/7389) at 2024-09-04 02:49 PM PDT
k-cardon,2024-09-04T21:51:45Z,- k-cardon opened issue: [7390](https://github.com/hackforla/website/issues/7390) at 2024-09-04 02:51 PM PDT
k-cardon,2024-09-04T21:54:05Z,- k-cardon opened issue: [7391](https://github.com/hackforla/website/issues/7391) at 2024-09-04 02:54 PM PDT
k-cardon,2024-09-04T21:56:53Z,- k-cardon opened issue: [7392](https://github.com/hackforla/website/issues/7392) at 2024-09-04 02:56 PM PDT
k-cardon,2024-09-04T21:59:22Z,- k-cardon commented on issue: [7165](https://github.com/hackforla/website/issues/7165#issuecomment-2330216647) at 2024-09-04 02:59 PM PDT
k-cardon,2024-09-04T22:07:04Z,- k-cardon commented on issue: [7386](https://github.com/hackforla/website/issues/7386#issuecomment-2330237272) at 2024-09-04 03:07 PM PDT
k-cardon,2024-09-04T22:11:14Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2330242379) at 2024-09-04 03:11 PM PDT
k-cardon,2024-09-10T05:14:51Z,- k-cardon commented on issue: [7165](https://github.com/hackforla/website/issues/7165#issuecomment-2339638400) at 2024-09-09 10:14 PM PDT
k-cardon,2024-09-10T05:16:00Z,- k-cardon commented on issue: [7386](https://github.com/hackforla/website/issues/7386#issuecomment-2339639746) at 2024-09-09 10:16 PM PDT
k-cardon,2024-09-17T20:47:19Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2356901885) at 2024-09-17 01:47 PM PDT
k-cardon,2024-09-17T21:01:42Z,- k-cardon commented on issue: [7386](https://github.com/hackforla/website/issues/7386#issuecomment-2356929332) at 2024-09-17 02:01 PM PDT
k-cardon,2024-09-17T21:04:43Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2356933998) at 2024-09-17 02:04 PM PDT
k-cardon,2024-09-17T21:25:31Z,- k-cardon submitted pull request review: [7466](https://github.com/hackforla/website/pull/7466#pullrequestreview-2311098936) at 2024-09-17 02:25 PM PDT
k-cardon,2024-09-17T21:34:24Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2356976525) at 2024-09-17 02:34 PM PDT
k-cardon,2024-09-18T17:50:31Z,- k-cardon submitted pull request review: [7466](https://github.com/hackforla/website/pull/7466#pullrequestreview-2313379226) at 2024-09-18 10:50 AM PDT
k-cardon,2024-09-20T02:13:12Z,- k-cardon assigned to issue: [7456](https://github.com/hackforla/website/issues/7456) at 2024-09-19 07:13 PM PDT
k-cardon,2024-09-20T02:13:17Z,- k-cardon assigned to issue: [7457](https://github.com/hackforla/website/issues/7457#issuecomment-2351429241) at 2024-09-19 07:13 PM PDT
k-cardon,2024-09-20T02:13:29Z,- k-cardon unassigned from issue: [7456](https://github.com/hackforla/website/issues/7456) at 2024-09-19 07:13 PM PDT
k-cardon,2024-09-20T02:13:29Z,- k-cardon unassigned from issue: [7457](https://github.com/hackforla/website/issues/7457#issuecomment-2351429241) at 2024-09-19 07:13 PM PDT
k-cardon,2024-09-20T02:18:33Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2362574636) at 2024-09-19 07:18 PM PDT
k-cardon,2024-09-20T02:52:24Z,- k-cardon commented on issue: [6709](https://github.com/hackforla/website/issues/6709#issuecomment-2362652176) at 2024-09-19 07:52 PM PDT
k-cardon,2024-09-20T02:58:37Z,- k-cardon assigned to issue: [6709](https://github.com/hackforla/website/issues/6709#issuecomment-2362652176) at 2024-09-19 07:58 PM PDT
k-cardon,2024-09-24T17:17:57Z,- k-cardon submitted pull request review: [7496](https://github.com/hackforla/website/pull/7496#pullrequestreview-2325910232) at 2024-09-24 10:17 AM PDT
k-cardon,2024-09-24T17:23:16Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2371885036) at 2024-09-24 10:23 AM PDT
k-cardon,2024-09-24T17:34:30Z,- k-cardon commented on issue: [6709](https://github.com/hackforla/website/issues/6709#issuecomment-2371906814) at 2024-09-24 10:34 AM PDT
k-cardon,2024-09-24T17:36:38Z,- k-cardon commented on issue: [6709](https://github.com/hackforla/website/issues/6709#issuecomment-2371910784) at 2024-09-24 10:36 AM PDT
k-cardon,2024-09-24T17:36:46Z,- k-cardon unassigned from issue: [6709](https://github.com/hackforla/website/issues/6709#issuecomment-2371910784) at 2024-09-24 10:36 AM PDT
k-cardon,2024-09-25T17:37:12Z,- k-cardon submitted pull request review: [7522](https://github.com/hackforla/website/pull/7522#pullrequestreview-2329029009) at 2024-09-25 10:37 AM PDT
k-cardon,2024-09-25T17:38:31Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2374749409) at 2024-09-25 10:38 AM PDT
k-cardon,2024-09-25T17:41:03Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2374755285) at 2024-09-25 10:41 AM PDT
k-cardon,2024-09-26T05:46:11Z,- k-cardon submitted pull request review: [7522](https://github.com/hackforla/website/pull/7522#pullrequestreview-2330174051) at 2024-09-25 10:46 PM PDT
k-cardon,2024-10-07T21:29:58Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2397934963) at 2024-10-07 02:29 PM PDT
k-cardon,2024-10-11T02:18:10Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2406408474) at 2024-10-10 07:18 PM PDT
k-cardon,2024-10-11T04:54:59Z,- k-cardon submitted pull request review: [7569](https://github.com/hackforla/website/pull/7569#pullrequestreview-2361956733) at 2024-10-10 09:54 PM PDT
k-cardon,2024-10-11T05:00:13Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2406557368) at 2024-10-10 10:00 PM PDT
k-cardon,2024-10-16T04:42:01Z,- k-cardon commented on pull request: [7589](https://github.com/hackforla/website/pull/7589#issuecomment-2415718571) at 2024-10-15 09:42 PM PDT
k-cardon,2024-10-16T21:36:33Z,- k-cardon submitted pull request review: [7589](https://github.com/hackforla/website/pull/7589#pullrequestreview-2373730084) at 2024-10-16 02:36 PM PDT
k-cardon,2024-10-16T21:38:12Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2418011584) at 2024-10-16 02:38 PM PDT
k-cardon,2024-10-16T21:41:00Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2418015768) at 2024-10-16 02:41 PM PDT
k-cardon,2024-10-20T19:32:05Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2425188740) at 2024-10-20 12:32 PM PDT
k-cardon,2024-10-21T04:04:29Z,- k-cardon submitted pull request review: [7508](https://github.com/hackforla/website/pull/7508#pullrequestreview-2380876096) at 2024-10-20 09:04 PM PDT
k-cardon,2024-10-23T20:54:03Z,- k-cardon commented on pull request: [7616](https://github.com/hackforla/website/pull/7616#issuecomment-2433445438) at 2024-10-23 01:54 PM PDT
k-cardon,2024-10-25T01:48:48Z,- k-cardon submitted pull request review: [7616](https://github.com/hackforla/website/pull/7616#pullrequestreview-2394000113) at 2024-10-24 06:48 PM PDT
k-cardon,2024-10-25T01:53:10Z,- k-cardon submitted pull request review: [7616](https://github.com/hackforla/website/pull/7616#pullrequestreview-2394009605) at 2024-10-24 06:53 PM PDT
k-cardon,2024-10-25T01:56:40Z,- k-cardon submitted pull request review: [7616](https://github.com/hackforla/website/pull/7616#pullrequestreview-2394012095) at 2024-10-24 06:56 PM PDT
k-cardon,2024-10-25T01:59:03Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2436652917) at 2024-10-24 06:59 PM PDT
k-cardon,2024-10-25T02:23:14Z,- k-cardon assigned to issue: [5647](https://github.com/hackforla/website/issues/5647#issuecomment-1972279146) at 2024-10-24 07:23 PM PDT
k-cardon,2024-10-25T02:27:52Z,- k-cardon unassigned from issue: [5647](https://github.com/hackforla/website/issues/5647#issuecomment-2436684617) at 2024-10-24 07:27 PM PDT
k-cardon,2024-10-25T02:42:56Z,- k-cardon assigned to issue: [5647](https://github.com/hackforla/website/issues/5647#issuecomment-2436696961) at 2024-10-24 07:42 PM PDT
k-cardon,2024-10-25T02:46:38Z,- k-cardon commented on issue: [5647](https://github.com/hackforla/website/issues/5647#issuecomment-2436700371) at 2024-10-24 07:46 PM PDT
k-cardon,2024-10-27T17:55:43Z,- k-cardon commented on pull request: [7616](https://github.com/hackforla/website/pull/7616#issuecomment-2440117396) at 2024-10-27 10:55 AM PDT
k-cardon,2024-10-28T17:21:21Z,- k-cardon opened issue: [7642](https://github.com/hackforla/website/issues/7642) at 2024-10-28 10:21 AM PDT
k-cardon,2024-10-28T23:17:37Z,- k-cardon submitted pull request review: [7616](https://github.com/hackforla/website/pull/7616#pullrequestreview-2400421230) at 2024-10-28 04:17 PM PDT
k-cardon,2024-10-30T22:20:43Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2448566533) at 2024-10-30 03:20 PM PDT
k-cardon,2024-11-08T17:39:56Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2465408882) at 2024-11-08 09:39 AM PST
k-cardon,2024-11-14T20:09:11Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2477315233) at 2024-11-14 12:09 PM PST
k-cardon,2024-11-15T03:16:19Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2477870981) at 2024-11-14 07:16 PM PST
k-cardon,2024-11-17T18:12:22Z,- k-cardon assigned to issue: [6820](https://github.com/hackforla/website/issues/6820#issuecomment-2257389832) at 2024-11-17 10:12 AM PST
k-cardon,2024-11-19T19:58:42Z,- k-cardon commented on issue: [6820](https://github.com/hackforla/website/issues/6820#issuecomment-2486630015) at 2024-11-19 11:58 AM PST
k-cardon,2024-11-22T22:31:56Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2494980968) at 2024-11-22 02:31 PM PST
k-cardon,2024-12-01T15:47:14Z,- k-cardon commented on pull request: [7569](https://github.com/hackforla/website/pull/7569#issuecomment-2509841867) at 2024-12-01 07:47 AM PST
k-cardon,2025-01-06T05:58:47Z,- k-cardon commented on issue: [7326](https://github.com/hackforla/website/issues/7326#issuecomment-2572337232) at 2025-01-05 09:58 PM PST
k-cardon,2025-01-10T03:10:41Z,- k-cardon submitted pull request review: [7569](https://github.com/hackforla/website/pull/7569#pullrequestreview-2541467929) at 2025-01-09 07:10 PM PST
k-cardon,2025-01-19T22:57:09Z,- k-cardon submitted pull request review: [7569](https://github.com/hackforla/website/pull/7569#pullrequestreview-2561111279) at 2025-01-19 02:57 PM PST
k-cardon,2025-01-19T22:58:20Z,- k-cardon commented on pull request: [7569](https://github.com/hackforla/website/pull/7569#issuecomment-2601055956) at 2025-01-19 02:58 PM PST
k-cardon,2025-01-22T05:20:50Z,- k-cardon submitted pull request review: [7834](https://github.com/hackforla/website/pull/7834#pullrequestreview-2566213477) at 2025-01-21 09:20 PM PST
k-cardon,2025-01-22T05:21:47Z,- k-cardon closed issue by PR 7834: [7751](https://github.com/hackforla/website/issues/7751#event-16023554056) at 2025-01-21 09:21 PM PST
k-cardon,2025-01-22T05:42:04Z,- k-cardon submitted pull request review: [7822](https://github.com/hackforla/website/pull/7822#pullrequestreview-2566235447) at 2025-01-21 09:42 PM PST
k-cardon,2025-01-22T05:42:18Z,- k-cardon closed issue by PR 7822: [7433](https://github.com/hackforla/website/issues/7433#event-16023690630) at 2025-01-21 09:42 PM PST
k-cardon,2025-01-31T19:42:54Z,- k-cardon closed issue as completed: [6327](https://github.com/hackforla/website/issues/6327#event-16144900751) at 2025-01-31 11:42 AM PST
k-cardon,2025-02-12T05:43:39Z,- k-cardon submitted pull request review: [7897](https://github.com/hackforla/website/pull/7897#pullrequestreview-2610873295) at 2025-02-11 09:43 PM PST
k-cardon,2025-02-12T05:45:12Z,- k-cardon closed issue by PR 7897: [7495](https://github.com/hackforla/website/issues/7495#event-16275286375) at 2025-02-11 09:45 PM PST
k-cardon,2025-04-01T15:45:55Z,- k-cardon unassigned from issue: [6820](https://github.com/hackforla/website/issues/6820#issuecomment-2486630015) at 2025-04-01 08:45 AM PDT
k-rewd,4981,SKILLS ISSUE
k-rewd,2023-07-18T01:57:20Z,- k-rewd opened issue: [4981](https://github.com/hackforla/website/issues/4981) at 2023-07-17 06:57 PM PDT
k-rewd,2023-07-18T03:07:59Z,- k-rewd assigned to issue: [4981](https://github.com/hackforla/website/issues/4981) at 2023-07-17 08:07 PM PDT
k-rewd,2023-07-21T20:56:17Z,- k-rewd assigned to issue: [4919](https://github.com/hackforla/website/issues/4919#issuecomment-1645996006) at 2023-07-21 01:56 PM PDT
k-rewd,2023-07-21T21:00:22Z,- k-rewd commented on issue: [4919](https://github.com/hackforla/website/issues/4919#issuecomment-1646234553) at 2023-07-21 02:00 PM PDT
k-rewd,2023-07-21T21:49:47Z,- k-rewd opened pull request: [5046](https://github.com/hackforla/website/pull/5046) at 2023-07-21 02:49 PM PDT
k-rewd,2023-07-22T11:58:51Z,- k-rewd unassigned from issue: [4919](https://github.com/hackforla/website/issues/4919#issuecomment-1646566548) at 2023-07-22 04:58 AM PDT
k-rewd,2023-07-22T12:06:34Z,- k-rewd pull request closed w/o merging: [5046](https://github.com/hackforla/website/pull/5046#event-9891016238) at 2023-07-22 05:06 AM PDT
k-rewd,2023-07-24T20:37:08Z,- k-rewd assigned to issue: [5038](https://github.com/hackforla/website/issues/5038) at 2023-07-24 01:37 PM PDT
k-rewd,2023-07-24T20:39:21Z,- k-rewd commented on issue: [5038](https://github.com/hackforla/website/issues/5038#issuecomment-1648572189) at 2023-07-24 01:39 PM PDT
k-rewd,2023-07-24T22:12:27Z,- k-rewd opened pull request: [5058](https://github.com/hackforla/website/pull/5058) at 2023-07-24 03:12 PM PDT
k-rewd,2023-07-29T00:56:31Z,- k-rewd commented on pull request: [5058](https://github.com/hackforla/website/pull/5058#issuecomment-1656495612) at 2023-07-28 05:56 PM PDT
k-rewd,2023-07-29T21:04:40Z,- k-rewd commented on pull request: [5058](https://github.com/hackforla/website/pull/5058#issuecomment-1656893460) at 2023-07-29 02:04 PM PDT
k-rewd,2023-07-30T02:43:07Z,- k-rewd pull request merged: [5058](https://github.com/hackforla/website/pull/5058#event-9955918991) at 2023-07-29 07:43 PM PDT
k-rewd,2023-08-04T05:27:59Z,- k-rewd assigned to issue: [4051](https://github.com/hackforla/website/issues/4051#issuecomment-1644675439) at 2023-08-03 10:27 PM PDT
k-rewd,2023-08-04T05:34:22Z,- k-rewd commented on issue: [4051](https://github.com/hackforla/website/issues/4051#issuecomment-1665037369) at 2023-08-03 10:34 PM PDT
k-rewd,2023-08-08T21:23:54Z,- k-rewd unassigned from issue: [4051](https://github.com/hackforla/website/issues/4051#issuecomment-1665037369) at 2023-08-08 02:23 PM PDT
k-rewd,2023-08-16T02:32:08Z,- k-rewd submitted pull request review: [5236](https://github.com/hackforla/website/pull/5236#pullrequestreview-1579710435) at 2023-08-15 07:32 PM PDT
k-rewd,2023-08-21T21:46:53Z,- k-rewd commented on issue: [4981](https://github.com/hackforla/website/issues/4981#issuecomment-1687089268) at 2023-08-21 02:46 PM PDT
k-rewd,2023-08-21T21:47:38Z,- k-rewd commented on issue: [4981](https://github.com/hackforla/website/issues/4981#issuecomment-1687090002) at 2023-08-21 02:47 PM PDT
k-rewd,2023-08-21T21:47:38Z,- k-rewd closed issue as completed: [4981](https://github.com/hackforla/website/issues/4981#event-10150957928) at 2023-08-21 02:47 PM PDT
k-rewd,2023-08-24T06:33:56Z,- k-rewd submitted pull request review: [5276](https://github.com/hackforla/website/pull/5276#pullrequestreview-1592870327) at 2023-08-23 11:33 PM PDT
k-rewd,2023-08-24T06:39:12Z,- k-rewd submitted pull request review: [5284](https://github.com/hackforla/website/pull/5284#pullrequestreview-1592877029) at 2023-08-23 11:39 PM PDT
k-rewd,2023-09-01T00:55:54Z,- k-rewd assigned to issue: [5316](https://github.com/hackforla/website/issues/5316) at 2023-08-31 05:55 PM PDT
k-rewd,2023-09-01T00:57:52Z,- k-rewd commented on issue: [5316](https://github.com/hackforla/website/issues/5316#issuecomment-1701965570) at 2023-08-31 05:57 PM PDT
k-rewd,2023-09-05T20:39:12Z,- k-rewd opened pull request: [5449](https://github.com/hackforla/website/pull/5449) at 2023-09-05 01:39 PM PDT
k-rewd,2023-09-07T06:26:16Z,- k-rewd pull request merged: [5449](https://github.com/hackforla/website/pull/5449#event-10303249885) at 2023-09-06 11:26 PM PDT
k-rewd,2023-09-07T07:18:38Z,- k-rewd assigned to issue: [5388](https://github.com/hackforla/website/issues/5388) at 2023-09-07 12:18 AM PDT
k-rewd,2023-09-23T05:48:31Z,- k-rewd assigned to issue: [5393](https://github.com/hackforla/website/issues/5393#issuecomment-1709169745) at 2023-09-22 10:48 PM PDT
k-rewd,2023-09-23T05:49:51Z,- k-rewd commented on issue: [5393](https://github.com/hackforla/website/issues/5393#issuecomment-1732223098) at 2023-09-22 10:49 PM PDT
k-rewd,2023-09-24T16:57:39Z,- k-rewd unassigned from issue: [5388](https://github.com/hackforla/website/issues/5388#issuecomment-1730911314) at 2023-09-24 09:57 AM PDT
k-rewd,2023-09-25T05:19:34Z,- k-rewd opened pull request: [5580](https://github.com/hackforla/website/pull/5580) at 2023-09-24 10:19 PM PDT
k-rewd,2023-09-26T02:29:35Z,- k-rewd pull request merged: [5580](https://github.com/hackforla/website/pull/5580#event-10469251401) at 2023-09-25 07:29 PM PDT
k-rewd,2023-09-27T07:21:36Z,- k-rewd submitted pull request review: [5612](https://github.com/hackforla/website/pull/5612#pullrequestreview-1645772913) at 2023-09-27 12:21 AM PDT
k-rewd,2023-10-13T20:39:22Z,- k-rewd submitted pull request review: [5701](https://github.com/hackforla/website/pull/5701#pullrequestreview-1677318709) at 2023-10-13 01:39 PM PDT
k-rewd,2023-10-13T21:03:15Z,- k-rewd submitted pull request review: [5699](https://github.com/hackforla/website/pull/5699#pullrequestreview-1677369783) at 2023-10-13 02:03 PM PDT
k-rewd,2023-10-14T19:42:08Z,- k-rewd submitted pull request review: [5699](https://github.com/hackforla/website/pull/5699#pullrequestreview-1678418958) at 2023-10-14 12:42 PM PDT
k-rewd,2023-11-17T23:41:50Z,- k-rewd assigned to issue: [4455](https://github.com/hackforla/website/issues/4455#issuecomment-1518912153) at 2023-11-17 03:41 PM PST
k-rewd,2023-11-17T23:43:35Z,- k-rewd commented on issue: [4455](https://github.com/hackforla/website/issues/4455#issuecomment-1817258331) at 2023-11-17 03:43 PM PST
k-rewd,2023-11-25T00:22:21Z,- k-rewd opened pull request: [5935](https://github.com/hackforla/website/pull/5935) at 2023-11-24 04:22 PM PST
k-rewd,2023-11-25T23:25:54Z,- k-rewd commented on pull request: [5935](https://github.com/hackforla/website/pull/5935#issuecomment-1826441511) at 2023-11-25 03:25 PM PST
k-rewd,2023-11-26T22:55:26Z,- k-rewd pull request merged: [5935](https://github.com/hackforla/website/pull/5935#event-11064360171) at 2023-11-26 02:55 PM PST
k-rewd,2023-11-28T09:56:37Z,- k-rewd assigned to issue: [5739](https://github.com/hackforla/website/issues/5739) at 2023-11-28 01:56 AM PST
k-rewd,2023-11-28T09:57:52Z,- k-rewd commented on issue: [5739](https://github.com/hackforla/website/issues/5739#issuecomment-1829475878) at 2023-11-28 01:57 AM PST
k-rewd,2024-02-06T21:29:00Z,- k-rewd commented on issue: [4981](https://github.com/hackforla/website/issues/4981#issuecomment-1930781281) at 2024-02-06 01:29 PM PST
